م,الصنف,كمية,رويال الكيم / سنتر اللوتس التجاري,سعر التكلفة,رويال الكيم اونلاين,سعر1 كارت,رويال توزيع / عربيه,سعر2 كارت,ريال الكيم / اداره مخازن,سعر3 كارت,ROYAL ELCHIM . HURGADA,سعر4 كارت,ROYAL ELCHIM MARWA,تاريخ اخر حركة,الفرق,بيع,شراء,مرتجع بيع,مرتجع شراء,صادر,وارد,تالف,تسوية,قيمة بيع,قيمة شراء,قيمة مرتجع بيع,قيمة مرتجع شراء,قيمة تالف,الباركود,الوصف,حجز,غير مؤكد,ج تكلفة,نوع الصنف,اسم الصنف,الوصف 4,الوصف 5,ترتيب القائمة,سعر1 %,إجمالي الكمية,حد الطلب رويال الكيم / سنتر اللوتس التجاري,التصنيف الرئيسي,اسم القائمة,نواقص رويال الكيم / سنتر اللوتس التجاري,اخر تسوية رويال الكيم / سنتر اللوتس التجاري,صورة الصنف,اخر سعر شراء,سعر عرض,تاريخ النواقص,خصم بيع,خصم شراء,سعر1 = رويال الكيم / سنتر اللوتس التجاري,سعر2 = رويال الكيم / سنتر اللوتس التجاري,سعر3 = رويال الكيم / سنتر اللوتس التجاري,سعر4 = رويال الكيم / سنتر اللوتس التجاري,مطلوب حد الطلب,تاريخ اخر بيع,أونلاين,كمية أونلاين,تاريخ خصم أونلاين,سعر أونلاين,#هاشتاج,كلمات البحث,مورد اخر,ملاحظات,أول تاريخ,اخر تاريخ,تحت الطلب,نسبة الخصم**,اخر سعر تكلفة,تاريخ اخر شراء,*اسم الصنف Online,سعر تكلفة مخصص,إيقاف الإدراج,قيمة سعر1,قيمة سعر2,قيمة سعر3,قيمة سعر4,عدد الصور
3365,اجهزه وعده SALON2216 5000 WATTS,0,0,293٫49,0,650,0,500,0,400,0,350,0,2024/12/20,,,,,,,,,,,,,,,6969696922161,5000 WATTS,0,,0,اجهزه وعده,SALON2216,,,,121٫47,0,0,,1,نواقص,99999,,294,,2023/04/19,,,,,,,,2023/10/18,,-1,,,,,رويال/ادره المخازن,,,,0,54٫85,294,2021/12/18,,293٫49,لا,650,500,400,350,0
3366,اجهزه وعده SHAVER FOR LADIES BZ-3562B,0,0,0,0,175,0,150,0,130,0,110,0,,,,,,,,,,,,,,,,6989323625623,,0,,0,اجهزه وعده,SHAVER FOR LADIES BZ-3562B,,,,,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\562\f132569232341415341018.png,0,,2021/07/14,,,,,,,,,,-1,2021/04/01,35,#ROYALELCHIM ,"SHAVER,MICROLASER,عنايه,بالشعر",,,,,0,,0,,BZ-3562B,0,لا,175,150,130,110,3
3367,اجهزه وعده Sing Depilatory Kr,0,0,42٫35,0,70,0,65,0,60,0,50,0,2024/12/20,,,,,,,,,,,,,,,4893544557200,,0,,0,اجهزه وعده,Sing Depilatory Kr,,,,65٫3,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\553\f132569246009652157021.png,42,,2022/06/18,,,,,,,,2022/06/12,,0,,10,#ROYALELCHIM ,"SINGL,DEPILATORY,KR,العنايه,بالجسم",شركه النور / عبد الهادي,,,,0,39٫5,42,2022/02/23,,42٫35,لا,70,65,60,50,3
3368,اجهزه وعده Single SEPILATORY 3IN1,0,0,62٫25,0,110,0,90,0,80,0,75,0,2024/12/20,,,,,,,,,,,,,,,4893544550508,,0,,0,اجهزه وعده,Single SEPILATORY 3IN1,,,,76٫71,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\541\f132569272711117821007.png,63,,2022/08/03,,,,,,,,2022/08/25,,2,,20,#ROYALELCHIM ,"SINGLE,SEPILATORY,3IN1,العنايه,بالجسم",شركه النور / عبد الهادي,,,,0,43٫41,63,2022/02/23,,62٫25,لا,110,90,80,75,3
3369,اجهزه وعده Single SEPILATORY 3IN1 AS,0,0,55,0,110,0,80,0,70,0,65,0,2022/10/03,,,,,,,,,,,,,,,005104,AS,0,,0,اجهزه وعده,Single SEPILATORY 3IN1,,,,100,0,0,,1,نواقص,99999,,55,,2022/10/03,,,,,,,,2022/10/03,,-1,,,,,شركه النور / عبد الهادي,,,,0,50,55,2022/02/23,,55,لا,110,80,70,65,0
3370,اجهزه وعده SKINCARE,1,1,750,0,1500,0,1250,0,1000,0,850,0,2025/12/28,,,,,,,,,,,,,,,005066,,0,,750,اجهزه وعده,SKINCARE,,,,100,1,0,اجهزه والكترونيات,1,---,99999,\us\134\pid\2493\f133780660675395231116.png,750,,2025/12/24,,,,,,,,,Online,1,2024/12/31,10,#ROYALELCHIM ,"SKIN,CARE",شركه النور / عبد الهادي,,,,0,50,750,2021/12/18,SKINCARE OPTIONS 3*1,750,لا,1500,1250,1000,850,1
3371,اجهزه وعده SKINCARE OPTION A-6,1,1,1100,0,2000,0,1600,0,1500,0,1350,0,2025/12/28,,,,,,,,,,,,,,,005064,A-6,0,,1100,اجهزه وعده,SKINCARE OPTION,,,,81٫82,1,0,اجهزه والكترونيات,1,---,99999,\us\134\pid\2491\f133780681253003173121.png,1100,,2025/12/24,,,,,,,,,Online,1,2024/12/31,10,#ROYALELCHIM ,"SKIN,CARE",شركه النور / عبد الهادي,,,,0,45,1100,2021/12/18,SKINCARE OPTIONS 6*1,1100,لا,2000,1600,1500,1350,2
3372,اجهزه وعده So any 8898,0,0,280,0,500,0,400,0,375,0,330,0,2023/02/21,,,,,,,,,,,,,,,6930471188980,,0,,0,اجهزه وعده,So any 8898,,,,78٫57,0,0,,1,نواقص,99999,,280,,2023/01/14,,,,,,,,2023/02/21,,-1,,,,,شركه النور / عبد الهادي,,,,0,44,280,2022/02/25,,280,لا,500,400,375,330,0
3373,اجهزه وعده So any 9909,0,0,400,0,800,0,750,0,650,0,575,0,2024/04/08,,,,,,,,,,,,,,,6909909020215,,0,,0,اجهزه وعده,So any 9909,,,,100,0,0,,1,نواقص,99999,,400,,2024/04/08,,,,,,,,2024/04/08,,-1,,,,,INFINITY STORE,,,,0,50,400,2024/01/21,,400,لا,800,750,650,575,0
3374,اجهزه وعده SOKANY HS 984,1,0,662٫5,0,1100,0,1000,0,950,0,850,1,2026/03/14,,,,,,,,,,,,,,,6990260832692,HS 984,0,,662٫5,اجهزه وعده,SOKANY,,,,66٫04,1,0,,1,نواقص,99999,,675,,2026/03/14,,,,,,,,2026/03/14,,-1,,,,,ميخائيل نجع حمادي,,,,0,39٫77,675,2025/07/15,,662٫5,لا,1100,1000,950,850,0
3375,اجهزه وعده SOKANY 1901,0,0,675,0,950,0,900,0,850,0,800,0,2025/07/03,,,,,,,,,,,,,,,6998555478594,,0,,0,اجهزه وعده,SOKANY 1901,,,,40٫74,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\549\f132878721237555098119.png,675,,2025/07/04,,,,,,,,2025/07/03,,1,,10,#ROYALELCHIM ,"SOKANY,1901 العنايه,بالشعر",ميخائيل نجع حمادي,,,,0,28٫95,675,2025/01/12,SOKANY 1901,675,لا,950,900,850,800,4
3376,اجهزه وعده SOKANY 1918,0,0,750,0,1250,0,1100,0,1000,0,900,0,2024/03/03,,,,,,,,,,,,,,,6919180160296,,0,,0,اجهزه وعده,SOKANY 1918,,,,66٫67,0,0,,1,---,99999,,750,,,,,,,,,,2024/03/03,,-1,,,,,INFINITY STORE,,,,0,40,750,2024/01/21,,750,لا,1250,1100,1000,900,0
3377,اجهزه وعده SOKANY 666,0,0,120,0,250,0,190,0,160,0,140,0,2023/02/06,,,,,,,,,,,,,,,6972051377988,,0,,0,اجهزه وعده,SOKANY 666,,,,108٫33,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2867\f132917582772738325133.png,120,,2022/12/07,,,,,,,,2023/02/06,,1,,10,#ROYALELCHIM ,,شركه النور / عبد الهادي,,,,0,52,120,2022/02/23,,120,لا,250,190,160,140,6
3378,اجهزه وعده SOKANY 8288,1,0,320٫49,1,750,0,700,0,650,0,600,0,2025/12/27,,,,,,,,,,,,,,,6924842382886,,0,,320٫4874,اجهزه وعده,SOKANY 8288,,,,134٫02,1,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2571\f132884797596668176191.png,420,,2025/06/19,,,,,,,,2025/06/19,,1,,10,#ROYALELCHIM ,,مدحت ميكب,,,,0,57٫27,420,2023/09/12,,320٫49,لا,750,700,650,600,2
3379,اجهزه وعده SOKANY 950B,1,0,460,1,750,0,700,0,650,0,600,0,2025/12/27,,,,,,,,,,,,,,,6903589647328,,0,,460,اجهزه وعده,SOKANY 950B,,,,63٫04,1,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2569\f132884811024675279202.png,460,,2022/06/18,,,,,,,,2023/06/18,,1,,10,#ROYALELCHIM ,,مدحت ميكب,,,,0,38٫67,460,2023/09/12,,460,لا,750,700,650,600,6
3380,اجهزه وعده Sokany 955,1,1,380,0,550,0,475,0,450,0,425,0,2026/05/24,,,,,,,,,,,,,,,6985589685166,,0,,380,اجهزه وعده,Sokany 955,,,,44٫74,1,0,,1,---,99999,,380,,2024/06/10,,,,,,,,2024/06/10,,-1,,,,,ميخائيل نجع حمادي,,,,0,30٫91,380,2026/05/24,,380,لا,550,475,450,425,0
3381,اجهزه وعده SOKANY HAIR DRYER SK 2200,0,0,250٫64,0,475,0,425,0,350,0,300,0,2024/09/12,,,,,,,,,,,,,,,6902200202007,SK 2200,0,,0,اجهزه وعده,SOKANY HAIR DRYER,,,,89٫51,0,0,,1,---,99999,,250,,,,,,,,,,2024/09/12,,-1,,,,,ميخائيل,,,,0,47٫23,250٫64,2024/02/18,,250٫64,لا,475,425,350,300,0
3382,اجهزه وعده SOKANY HOT AIR 10IN1 SK 1002,0,0,320,0,650,0,550,0,450,0,375,0,2024/12/20,,,,,,,,,,,,,,,6901002020208,SK 1002,0,,0,اجهزه وعده,SOKANY HOT AIR 10IN1,,,,103٫13,0,0,,1,نواقص,99999,,320,,2024/01/29,,,,,,,,2024/01/28,,-1,,,,,شركه النور / عبد الهادي,,,,0,50٫77,320,2022/02/25,,320,لا,650,550,450,375,0
3383,اجهزه وعده SOKANY HS-025A CERAMIC,2,0,592٫5,1,950,0,900,0,850,0,800,1,2025/12/27,,,,,,,,,,,,,,,6912124012125,CERAMIC,0,,1185,اجهزه وعده,SOKANY HS-025A,,,,60٫34,2,0,,1,نواقص,99999,,715,,2024/09/30,,,,,,,,2024/09/30,,-1,,,,,ميخائيل نجع حمادي,,,,0,37٫63,715,2025/01/12,,592٫5,لا,950,900,850,800,0
3384,اجهزه وعده Sokany Hs-915,0,0,0,0,600,0,500,0,400,0,350,0,,,,,,,,,,,,,,,,6926341910058,,0,,0,اجهزه وعده,Sokany Hs-915,,,,,0,0,,1,نواقص,99999,,0,,2021/07/14,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,600,500,400,350,0
3385,اجهزه وعده SOKANY MD-3000,0,0,275,0,550,0,425,0,365,0,315,0,2024/12/20,,,,,,,,,,,,,,,6903000202006,,0,,0,اجهزه وعده,SOKANY MD-3000,,,,100,0,0,,1,نواقص,99999,,275,,2023/02/25,,,,,,,,2023/02/24,,-1,,,,,شركه النور / عبد الهادي,,,,0,50,275,2022/02/23,,275,لا,550,425,365,315,0
3386,اجهزه وعده SOKANY SK -117,0,0,85٫99,0,175,0,140,0,125,0,100,0,2024/12/20,,,,,,,,,,,,,,,6901170020208,,0,,0,اجهزه وعده,SOKANY SK -117,,,,103٫52,0,0,,1,نواقص,99999,,85,,2022/06/18,,,,,,,,2021/09/14,,-1,,,,,معرض الوكيل للتجاره,,,,0,50٫87,85٫99,2021/09/13,,85٫99,لا,175,140,125,100,0
3387,اجهزه وعده Sokany Sk 8808,0,0,250,0,450,0,375,0,325,0,275,0,2023/01/30,,,,,,,,,,,,,,,6920171188083,,0,,0,اجهزه وعده,Sokany Sk 8808,,,,80,0,0,,1,نواقص,99999,,250,,2023/01/30,,,,,,,,2023/01/30,,-1,,,,,رويال/ادره المخازن,,,,0,44٫44,250,2022/02/09,,250,لا,450,375,325,275,0
3388,اجهزه وعده Sokany Zj-618,1,0,425,1,650,0,600,0,550,0,500,0,2025/12/27,,,,,,,,,,,,,,,6968176426083,,0,,425,اجهزه وعده,Sokany Zj-618,,,,52٫94,1,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\557\f132569283072712603011.png,450,,2024/04/12,,,,,,,,2024/04/09,Online,0,2024/02/01,10,#ROYALELCHIM ,"SOKANY,ZJ-618",ميخائيل نجع حمادي,,,,0,34٫62,450,2024/02/26,SOKANY ZJ-618,425,لا,650,600,550,500,3
3389,اجهزه وعده Sonar 103 Hair Clipper,0,0,162٫5,0,300,0,275,0,250,0,225,0,2025/10/10,,,,,,,,,,,,,,,6957952248018,Hair Clipper,0,,0,اجهزه وعده,Sonar 103,,,,84٫62,0,0,,1,نواقص,99999,,140,,2025/02/03,,,,,,,,,,-1,,,,,رويال/ادره المخازن,,,,0,45٫83,140,2022/02/11,,162٫5,لا,300,275,250,225,0
3390,اجهزه وعده Sonar Sn-823,0,0,150,0,270,0,225,0,200,0,175,0,2022/01/24,,,,,,,,,,,,,,,6958210700101,,0,,0,اجهزه وعده,Sonar Sn-823,,,,80,0,0,,1,نواقص,99999,,150,,2022/01/27,,,,,,,,2022/01/24,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,44٫44,150,2021/05/09,,150,لا,270,225,200,175,0
3391,اجهزه وعده SONIFER 9517,2,1,301٫33,0,600,0,500,0,400,1,350,0,2026/04/17,,,,,,,,,,,,,,,6971184583112,,0,,602٫658,اجهزه وعده,SONIFER 9517,,,,99٫12,2,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2574\f132885574706358477114.png,300,,2026/04/18,,,,,,,,2026/04/17,Online,0,,10,#ROYALELCHIM ,,شركه النور / عبد الهادي,,,,0,49٫78,301٫33,2022/01/25,,301٫33,لا,600,500,400,350,5
3392,اجهزه وعده STEAM BEAUTY 2WAY,0,0,650,0,1350,0,1000,0,850,0,750,0,2024/12/20,,,,,,,,,,,,,,,005108,2WAY,0,,0,اجهزه وعده,STEAM BEAUTY,,,,107٫69,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2882\f133764029809396272114.png,650,,2023/10/13,,,,,,,,2022/02/25,Online,1,2024/12/31,10,#ROYALELCHIM ,"جهاز,بخار,شعر,بشره",شركه النور / عبد الهادي,,,,0,51٫85,650,2022/02/25,,650,لا,1350,1000,850,750,2
3393,اجهزه وعده Steam Facial,0,0,445,0,650,0,600,0,550,0,500,0,2026/03/04,,,,,,,,,,,,,,,005165,,0,,0,اجهزه وعده,Steam Facial,,,,46٫07,0,0,,1,نواقص,99999,,445,,2026/03/04,,,,,,,,2026/03/04,,-1,,,,,ميخائيل نجع حمادي,,,,0,31٫54,445,2025/01/12,,445,لا,650,600,550,500,0
3394,اجهزه وعده STEAM FACIAL YC-101,0,0,210,0,450,0,350,0,300,0,250,0,2022/02/15,,,,,,,,,,,,,,,005004,,0,,0,اجهزه وعده,STEAM FACIAL YC-101,,,,114٫29,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\85\f132569406178837711047.png,210,,2021/07/14,,,,,,,,2022/02/15,,-1,2021/01/20,30,#تجهيز_كوافير ,"ماسك,كوافير.عده,بخار,جهاز,الوجه,STEAM,FACIAL,FACE,MASK,SALOON,تجهيز",رصيد اول المده,,,,0,53٫33,210,2021/08/01,STEAM FACIAL YC-101,210,لا,450,350,300,250,5
3395,اجهزه وعده Styling Comb,0,0,125,0,200,0,175,0,150,0,140,0,2024/12/20,,,,,,,,,,,,,,,6983241684960,,0,,0,اجهزه وعده,Styling Comb,,,,60,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2890\f132914184424472108138.png,125,,2023/10/13,,,,,,,,2024/03/03,,1,,10,#ROYALELCHIM ,,شركه النور / عبد الهادي,,,,0,37٫5,125,2022/02/25,,125,لا,200,175,150,140,4
3396,اجهزه وعده Sun Mini 6w,2,2,82٫94,0,175,0,150,0,135,0,120,0,2026/01/03,,,,,,,,,,,,,,,005147,6w,0,,165٫88,اجهزه وعده,Sun Mini,,,,111,2,0,,1,---,99999,,80,,2025/12/24,,,,,,,,2023/04/22,,-1,,,,,معرض صاصا,,,,0,52٫61,82٫94,2023/03/04,,82٫94,لا,175,150,135,120,0
3397,اجهزه وعده SUPER TORNADO,0,0,657٫54,0,1200,0,1000,0,900,0,750,0,2023/05/10,,,,,,,,,,,,,,,8681049017161,,0,,0,اجهزه وعده,SUPER TORNADO,,,,82٫5,0,0,,1,---,99999,,650,,,,,,,,,,2023/05/10,,-1,,,,,معرض الوكيل للتجاره,,,,0,45٫21,657٫54,2021/09/13,,657٫54,لا,1200,1000,900,750,0
3398,اجهزه وعده SUPERTURBO 3100 TARLOX,0,0,243٫23,0,450,0,375,0,300,0,280,0,2022/11/29,,,,,,,,,,,,,,,005039,TARLOX,0,,0,اجهزه وعده,SUPERTURBO 3100,,,,85٫01,0,0,,1,نواقص,99999,,245,,2022/10/28,,,,,,,,2022/11/29,,-1,,,,,رويال/ادره المخازن,,,,0,45٫95,245,2021/11/12,,243٫23,لا,450,375,300,280,0
3399,اجهزه وعده TALOX SUPERTURBO 3100,0,0,250,0,500,0,400,0,350,0,275,0,2022/12/04,,,,,,,,,,,,,,,005012,,0,,0,اجهزه وعده,TALOX SUPERTURBO 3100,,,,100,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\220\f132569300548246011015.png,250,,2022/12/04,,,,,,,,2022/12/04,,-1,2021/04/01,30,#ROYALELCHIM ,"TALOX,SUPERTURBO,3100",رويال/ادره المخازن,,,,0,50,250,2022/02/09,TALOX SUPERTURBO 3100,250,لا,500,400,350,275,4
3400,اجهزه وعده Tecno Eletra Italy,0,0,750,0,1650,0,1350,0,1205,0,950,0,2023/04/22,,,,,,,,,,,,,,,005033,Italy,0,,0,اجهزه وعده,Tecno Eletra,,,,120,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\1242\f132816298924884882017.png,750,,2022/12/27,,,,,,,,2023/04/22,,1,,10,#ROYALELCHIM ,"شعر,تصفيف,سيشوار,تربو,6000,ايطالى,سيشوار",رصيد اول المده,,,,0,54٫55,750,2021/08/01,Tecno Eletra,750,لا,1650,1350,1205,950,3
3401,اجهزه وعده TECNOELETTRA HAIR DRAYER,0,0,0,0,1650,0,1400,0,1250,0,1000,0,,,,,,,,,,,,,,,,005005,,0,,0,اجهزه وعده,TECNOELETTRA HAIR DRAYER,,,,,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\86\f132539988278449874007.jpg,0,,2021/07/14,,,,,,,,,,-1,2022/05/01,20,#italy ,"استشوار,مجفف شعر,ايطالي,6000WAT,ITALY",,,,,0,,0,,TORNADO 6000,0,لا,1650,1400,1250,1000,4
3402,اجهزه وعده Tornado Hair Drayer Af 7700,0,0,925,0,1400,0,1300,0,1200,0,1100,0,2025/05/14,,,,,,,,,,,,,,,6912165468530,Hair Drayer,0,,0,اجهزه وعده,Tornado,Af 7700,,,51٫35,0,0,,1,---,99999,,925,,,,,,,,,,2025/05/14,,-1,,,,,ميخائيل نجع حمادي,,,,0,33٫93,925,2025/01/12,,925,لا,1400,1300,1200,1100,0
3403,اجهزه وعده TORNADO Sherif M SH6000,0,0,550,0,800,0,750,0,700,0,625,0,2023/12/03,,,,,,,,,,,,,,,005052,Sherif M,0,,0,اجهزه وعده,TORNADO,SH6000,,,45٫45,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2144\f132816332649679515025.png,550,,2021/11/23,,,,,,,,2021/12/18,,0,,10,#ROYALELCHIM ,"شعر,تصفيف,سيشوار,تربو,سيشوار,تورنادو,مجفف",شريف محمود / مستورد,,,,0,31٫25,550,2021/10/26,TORNADO,550,لا,800,750,700,625,4
3404,اجهزه وعده Tornado 6000,0,0,400,0,800,0,700,0,600,0,500,0,2022/12/13,,,,,,,,,,,,,,,6281136087255,,0,,0,اجهزه وعده,Tornado 6000,,,,100,0,0,,1,نواقص,99999,,400,,2022/09/26,,,,,,,,2022/12/13,,-1,,,,,شركه النور / عبد الهادي,,,,0,50,400,2022/02/25,,400,لا,800,700,600,500,0
3405,اجهزه وعده TORNADO AF 7700,0,0,1050,0,1750,0,1550,0,1400,0,1350,0,2024/03/03,,,,,,,,,,,,,,,005119,,0,,0,اجهزه وعده,TORNADO AF 7700,,,,66٫67,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2907\f132917551568335130115.png,1050,,2024/02/05,,,,,,,,2024/03/03,Online,1,2024/02/01,10,#ROYALELCHIM ,,معرض الوكيل للتجاره,,,,0,40,1050,2023/12/28,,1050,لا,1750,1550,1400,1350,7
3406,اجهزه وعده TORNADO AF200,0,0,1400,0,2200,0,2000,0,1800,0,1650,0,2025/03/23,,,,,,,,,,,,,,,005078,,0,,0,اجهزه وعده,TORNADO AF200,,,,57٫14,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2570\f132887379987660271188.png,1400,,2025/01/31,,,,,,,,2025/01/30,Online,0,2024/02/01,10,#ROYALELCHIM ,,معرض الوكيل للتجاره,,,,0,36٫36,1400,2023/12/28,,1400,لا,2200,2000,1800,1650,5
3407,اجهزه وعده Tornado Gold,0,0,1600,0,2500,0,2400,0,2300,0,2200,0,2024/04/05,,,,,,,,,,,,,,,005030,,0,,0,اجهزه وعده,Tornado Gold,,,,56٫25,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\902\f132885642429115714162.png,1600,,2024/04/05,,,,,,,,2024/03/16,,0,,10,#ROYALELCHIM ,,عزت Omay,,,,0,36,1600,2024/02/23,,1600,لا,2500,2400,2300,2200,6
3408,اجهزه وعده Tornado Gold صفيح,0,0,390,0,750,0,650,0,550,0,450,0,2022/04/22,,,,,,,,,,,,,,,005096,صفيح,0,,0,اجهزه وعده,Tornado Gold,,,,92٫31,0,0,,1,نواقص,99999,,390,,2022/04/20,,,,,,,,2022/04/22,,-1,,,,,شركه النور / عبد الهادي,,,,0,48,390,2022/02/23,,390,لا,750,650,550,450,0
3409,اجهزه وعده Tornado Gold علبه صفيح,0,0,520,0,750,0,700,0,650,0,600,0,2021/12/11,,,,,,,,,,,,,,,005040,علبه صفيح,0,,0,اجهزه وعده,Tornado Gold,,,,44٫23,0,0,,1,نواقص,99999,,520,,2021/12/11,,,,,,,,2021/12/11,,-1,,,,,ميخائيل نجع حمادي,,,,0,30٫67,520,2021/05/13,,520,لا,750,700,650,600,0
3410,اجهزه وعده Tornado Keratine,0,0,0,0,650,0,550,0,500,0,450,0,,,,,,,,,,,,,,,,005021,,0,,0,اجهزه وعده,Tornado Keratine,,,,,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\540\f132569348190043003030.png,0,,2021/07/14,,,,,,,,,,-2,2021/04/01,25,#ROYALELCHIM ,"TORNADO,KERATINE",,,,,0,,0,,TORNADO KERATINE,0,لا,650,550,500,450,3
3411,اجهزه وعده TOXIDO 3800 ITALY,0,0,758٫7,0,1400,0,1150,0,1000,0,875,0,2023/10/27,,,,,,,,,,,,,,,8015361524562,ITALY,0,,0,اجهزه وعده,TOXIDO 3800,,,,84٫53,0,0,,1,نواقص,1262,,750,,2023/10/27,,,,,,,,2023/10/27,,-1,,,,,معرض الوكيل للتجاره,,,,0,45٫81,758٫7,2022/05/24,,758٫7,لا,1400,1150,1000,875,0
3412,اجهزه وعده Ultra Sonic,1,0,160,0,275,0,230,0,210,0,185,1,2025/01/12,,,,,,,,,,,,,,,6985874816749,,0,,160,اجهزه وعده,Ultra Sonic,,,,71٫88,1,0,,1,---,99999,,160,,,,,,,,,,,,-1,,,,,ميخائيل نجع حمادي,,,,0,41٫82,160,2025/01/12,,160,لا,275,230,210,185,0
3413,اجهزه وعده ULTRASONIC ION CLEANER 500,0,0,325,0,600,0,525,0,450,0,350,0,2024/12/20,,,,,,,,,,,,,,,111272058,,0,,0,اجهزه وعده,ULTRASONIC ION CLEANER 500,,,,84٫62,0,0,,1,نواقص,99999,,325,,2021/07/14,,,,,,,,,,-1,,,,,رويال/ادره المخازن,,,,0,45٫83,325,2022/02/09,,325,لا,600,525,450,350,0
3414,اجهزه وعده UV LED NAIL LAMP 72,0,0,350,0,700,0,600,0,500,0,430,0,2024/03/03,,,,,,,,,,,,,,,005117,72,0,,0,اجهزه وعده,UV LED NAIL LAMP,,,,100,0,0,اجهزه والكترونيات,1,نواقص,99999,\us\134\pid\2903\f132918514454263812167.png,350,,2023/04/23,,,,,,,,2024/03/03,Online,1,,10,#ROYALELCHIM ,,شركه النور / عبد الهادي,,,,0,50,350,2022/02/25,,350,لا,700,600,500,430,7
3415,اجهزه وعده UV LED NAIL LAMP 88,0,0,350,0,700,0,550,0,500,0,450,0,2025/04/08,,,,,,,,,,,,,,,005115,88,0,,0,اجهزه وعده,UV LED NAIL LAMP,,,,100,0,0,,1,نواقص,99999,,350,,2025/04/08,,,,,,,,2025/04/08,,-1,,,,,شركه النور / عبد الهادي,,,,0,50,350,2022/02/25,,350,لا,700,550,500,450,0
3416,اجهزه وعده UV LED NAIL LAMP 120,0,0,280,0,525,0,450,0,400,0,350,0,2024/08/11,,,,,,,,,,,,,,,005113,120,0,,0,اجهزه وعده,UV LED NAIL LAMP,,,,87٫5,0,0,,1,نواقص,99999,,280,,2024/08/11,,,,,,,,2024/08/11,,-1,,,,,شركه النور / عبد الهادي,,,,0,46٫67,280,2022/02/25,,280,لا,525,450,400,350,0
3417,اجهزه وعده UV LED NAIL LAMP 126,0,0,280,0,560,0,450,0,400,0,350,0,2024/12/20,,,,,,,,,,,,,,,005114,126,0,,0,اجهزه وعده,UV LED NAIL LAMP,,,,100,0,0,,1,نواقص,99999,,280,,2023/10/13,,,,,,,,2024/03/03,,-1,,,,,شركه النور / عبد الهادي,,,,0,50,280,2022/02/25,,280,لا,560,450,400,350,0
3418,اجهزه وعده UV LED NAIL LAMP 168,0,0,280,0,550,0,450,0,400,0,350,0,2024/12/20,,,,,,,,,,,,,,,005112,168,0,,0,اجهزه وعده,UV LED NAIL LAMP,,,,96٫43,0,0,,1,نواقص,99999,,280,,2023/10/13,,,,,,,,2024/03/03,,-1,,,,,شركه النور / عبد الهادي,,,,0,49٫09,280,2022/02/25,,280,لا,550,450,400,350,0
3419,اجهزه وعده UV LED NAIL LAMP V11,0,0,350,0,750,0,650,0,550,0,450,0,2024/10/18,,,,,,,,,,,,,,,005116,V11,0,,0,اجهزه وعده,UV LED NAIL LAMP,,,,114٫29,0,0,,1,نواقص,99999,,350,,2024/10/18,,,,,,,,2024/10/18,,-1,,,,,شركه النور / عبد الهادي,,,,0,53٫33,350,2022/02/25,,350,لا,750,650,550,450,0
3420,اجهزه وعده V-BENZ V3970,0,0,0,0,950,0,750,0,675,0,600,0,,,,,,,,,,,,,,,,4006522282081,,0,,0,اجهزه وعده,V-BENZ V3970,,,,,0,0,,1,نواقص,99999,,0,,2021/07/14,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,950,750,675,600,0
3421,اجهزه وعده Vge 134,0,0,1150,0,1650,0,1500,0,1400,0,1350,0,2024/02/26,,,,,,,,,,,,,,,6973224081343,,0,,0,اجهزه وعده,Vge 134,,,,43٫48,0,0,,1,نواقص,99999,,1150,,2024/02/26,,,,,,,,2024/02/26,,-1,,,,,معرض الوكيل للتجاره,,,,0,30٫3,1150,2023/12/28,,1150,لا,1650,1500,1400,1350,0
